at,content,score
2012-11-24 23:54:35,"This game is awesome hands down! Beautiful graphic integration and fun missions. Although the game will freeze just after initial boot of game. Seems like the only fix is to restart the entire tablet. Although if you get it to run using this tab the game run's ""smooth enough"". I know the game could be better as I've seen it run on the IPad and it's wicked! A side note here Halfbrick Studios, why make the coins rotate for IPad and not for Android (- 1 star for you!)... ps I recommended this game to all my tablet owning friends. Definitely a must have game!",3
2017-04-25 10:21:27,This amazing,5
2016-01-17 05:56:52,Its a very cool game love it,4
2014-01-18 14:56:21,Muthusathi,4
2014-10-07 02:24:20,"Love this game, works great on my phone and other",5
2017-04-30 13:12:14,Lovley game,5
2013-12-28 12:53:19,OK,1
2015-01-08 20:35:19,BEST GAME,5
2014-08-17 15:54:09,This game toke me by sprise. I had no idea what to expect and when I touched the screen to start it exploded straight in to the action. Tottaly recommended by me. 5 stars is not enough 😁,5
2014-05-29 19:30:25,Cool,5
2017-01-06 18:30:49,It is funny game and best game,5
2014-11-19 08:16:23,It brings back  memories,5
2023-06-08 23:31:55,"Sehr cool, mein Lieblingsspiel! Spiele es schon seit Jahren immer wieder.",5
2016-12-21 08:28:16,Wow  just wow,1
2013-12-14 12:43:35,Never seen a game like this. This is really good  game,5
2016-08-14 13:12:17,Lovvvvvvvvvvvvvvve itttttttttttttt,5
2018-06-24 07:03:39,"The game is good and FREE and the controls are grea. The graphics are good 
nd no ads",5
2012-10-01 23:02:39,Cool,5
2014-11-19 10:30:10,Boss,5
2014-09-25 11:30:08,so much fun,5
2020-02-01 10:16:38,Its awsome,5
2017-11-08 20:57:50,Its just awesome.,5
2016-04-21 19:25:12,Adds,4
2016-02-09 13:41:57,"""This game is very cool and has good graphics""",5
2015-04-12 09:38:40,it ' s good game but it's defficult for winne  money,5
2017-09-10 02:02:19,I think y'all should make a nother one thats a race car game,5
2014-03-03 20:33:54,I love this game,5
2015-02-09 04:25:11,This game is awsome,5
2015-02-05 00:20:19,Simply amazing,5
2014-02-06 18:23:17,Wow,5
2014-10-03 23:14:58,Good,5
2022-03-15 01:58:54,"Giving it a low review because I lost all of my items. I had all the St.Patricks Day items. The Unicorn, The Sam, Everything, but now it's just gone. I have all of my achievements but no items to show for it. Disappointed.",2
2016-08-07 14:50:48,Good,5
2013-01-12 01:30:25,Its probably the best free game available on the play store.. Awesome game.. Deserves a 5 star rating..,5
2014-07-20 20:37:46,Good game,5
2015-11-05 05:35:33,The beeeeeeeeest love it,5
2012-10-25 23:04:43,This app sucks!! It is constantly force closing and will just freeze up for no reason!!!! Uninstalling right now!,1
2017-03-15 22:43:31,Best game ever played,5
2012-10-03 00:04:58,More fun than a tower of flying monkeys!,5
2014-06-14 23:33:19,I can't update it!!,4
2015-04-09 16:46:34,Just need to say they want you to pay to remove the advertisements so they get more money to make the app better,5
2014-08-06 11:47:24,Asome,5
2013-07-30 02:03:53,Good game,5
2013-09-21 20:31:31,It is so fun if I can I will play all day hop u keep u,5
2016-09-07 11:10:45,Pretty good game very addictive,5
2014-07-05 22:16:56,Game,5
2013-01-23 04:57:19,All the times iv downloaded this it glitches and I get every thing for free,1
2017-08-14 11:34:42,I had a save double coins limited time jetpacks everything from back to the Future event awseme slay dedicated time years money put in all gone thanks allot I even signed in to the account I played with I want my money back or my stuff if so change review😈🙀😰,1
2014-04-26 11:45:06,"Kills time, but sometimes its lags",4
2019-06-23 21:22:03,good,5
2017-09-12 14:06:46,Super fun. Just super fun anytime anywhere.,5
2019-06-15 10:42:50,5 stars 4 a fun 50 hour car ride with this bad boy,5
2015-08-01 07:40:17,So fun,5
2020-05-10 09:18:17,"I can't download it, please fix this",1
2014-05-11 02:14:45,Its ok,4
2016-04-18 21:33:30,It is a good game,5
2014-09-05 01:07:42,It is now in my top five games,5
2014-03-15 21:43:59,This game is fun !!!,5
2017-07-27 10:05:19,Jojo  mahmoud,5
2017-01-24 18:30:29,it is the best game ever played,5
2018-05-20 10:42:16,Lit game,5
2014-02-25 00:35:54,,5
2012-11-01 10:19:24,"Best game ever very clasic and mordern hope u guys,like it:)",5
2016-03-06 08:48:49,It is amazing and awesome,5
2017-02-19 01:32:03,LOVE IT SO FUN,5
2018-10-17 21:46:21,I like it,5
2017-04-06 07:34:20,Me like,5
2018-09-30 20:32:26,This game is the best iam nine I have been playing this sinces I was like four I love it so much I rate it 100/100,5
2017-05-07 21:10:21,I think it's awesome,5
2016-04-03 22:21:07,Mast game hai,5
2013-04-28 20:34:17,V good,4
2016-07-05 19:28:21,Why can't you make a Minecraft costume like Steve's head and Steve's body? And can you put Arcade Jetpack which looks like the arcade gaming machines?,5
2016-09-22 19:23:50,I adivising u to download this game . It is challenging and good 😉,3
2015-02-17 16:38:49,Nice game to play and it is full of fun,5
2012-10-09 20:29:31,"I encounter sound problem on my Xperia Neo V after 2 days. Now, music and sound effects cannot be heard.",4
2017-03-02 20:01:00,Cool,5
2016-09-10 23:17:09,Wala lang,5
2016-06-07 17:09:44,Superb,5
2014-03-11 11:04:51,But glitchy. Pls fix this. I love this game.,3
2017-11-01 10:14:58,OK game in all,4
2013-01-17 13:37:53,I love u and me,5
2015-08-05 10:22:32,So cool beacuse so lag,5
2015-01-07 05:58:42,It just gets old,3
2017-11-04 09:46:52,Jeevan,5
2018-12-08 02:14:58,best game ever,5
2016-03-14 21:43:30,Love it.,5
2016-09-07 12:56:58,Super fun,5
2018-01-29 05:00:10,I hate it,5
2016-09-07 06:18:06,The developer obviously was drunk when he thought of this because the game is pointless it has no meaning,1
2025-05-03 01:43:11,I played the game and I love it nostalgia,5
2015-08-31 00:07:00,The best game I have played,5
2014-06-15 16:47:36,BECAUSE IT WON'T LOAD!!!!!,1
2019-03-01 16:18:52,It was ok but could of been better.,5
2013-11-11 23:28:03,Nice game download it be coooooool,5
2021-09-13 12:46:10,Super fun time waster with great music and visuals,5
2021-11-26 13:57:17,♡♡♡♡♡,4
2023-08-14 22:14:31,Epic,5
2016-07-06 17:14:16,Sicker,5
2018-02-12 03:54:24,It fun,5
2014-12-23 07:01:37,I love it because it is fun me and bro like playing on it no updates we have it on ipad and my phone,5
2025-07-08 13:26:33,Soooooooo many ads,1
2015-12-27 00:20:50,It was so nice,5
2013-10-04 05:16:08,Jovan carrillo,5
2015-10-05 18:41:28,Full of action,5
2020-06-02 08:12:46,Its not working,1
2016-07-18 04:40:32,Great,5
2017-06-25 05:35:08,Everything amazing,5
2014-11-24 10:51:41,It is hacked and I have every item from the stash.,5
2014-12-31 02:23:10,I simply enjoy the game,3
2023-04-03 00:03:02,I love it,5
2015-01-21 07:17:35,Thanks for the stuff 😀,4
2014-12-11 16:37:03,it is a good game for android,5
2015-01-13 09:54:56,It is also fun to collect,4
2016-10-04 09:05:01,I love this game because you get S.A.M. sam is the best one yet I cant wait to play,5
2017-11-23 01:02:48,Good game to pass time,4
2018-06-24 21:37:11,Ah okkkokokkk,5
2017-11-11 10:35:50,Ya,3
2016-09-25 12:33:00,It is fun u travel through a science lab and my favorite part is that mr.cuddels is awesome,5
2014-07-27 11:23:46,It was so fun!,5
2017-06-12 12:01:01,So Cool,5
2013-01-21 04:28:24,Its really fun to do and it keeps my sister acupied,5
2020-08-06 12:38:36,Game of all time I was playing this game since my childhood,5
2018-05-24 19:14:18,It is really awesome,5
2021-02-07 01:04:08,"beat 10,000 (thats my highscore)",5
2017-11-05 05:11:16,Its a very fun realistic game,5
2016-09-06 13:31:29,NICE,3
2012-10-20 00:25:20,Its soo fun and I love playing it,5
2016-05-08 00:42:37,Such good gameplay and very addictive.,4
2014-01-25 04:55:51,Wont install,1
2017-09-22 18:14:54,حل,4
2013-01-29 05:48:55,"Y do y'all take the gadgets back after i already bought them. You're telling me i have to keep on buying them in order to use them, that's stupid.",2
2014-04-12 12:34:05,Game to be modified,3
2016-01-12 11:24:36,It's awesome and adventurous,5
2015-07-17 10:46:31,It so awesome,5
2017-08-03 22:11:50,AMAZING!!!!!!,5
2016-05-21 21:11:43,I bought loads of clothes in it but it didn't allow me to wear them. Please fix this problem!,1
2013-09-15 18:37:27,Very good game,5
2023-07-31 20:12:05,Very good game,5
2013-12-16 02:21:31,"A great game which does not force you to pay to win, great gameplay and fine graphics. A must have.",5
2017-05-21 05:08:10,Its very good and cool,5
2018-12-19 10:28:13,meh,3
2015-02-22 04:57:26,Reminds me of a game that not good but ok this is a better version,5
2012-11-03 19:56:26,Great love it!,5
2016-07-11 04:26:06,It's decent,3
2013-12-25 09:56:28,"Awesome ,cool ,best game ever made . Am I right?!?!?!?!!?!?!?!?!?",5
2019-06-02 07:48:12,"really fun, a great way to kill time! 😃👌👌",5
2014-08-31 13:08:31,Opening by itself and locking up phone...,2
2016-09-02 18:59:45,It is bosom,5
2012-10-27 21:00:19,This is a assume game,5
2019-04-04 09:35:37,iufdxrcyvvbiihaving sex don't bother me sex,5
2014-11-16 00:40:53,Iovly,5
2019-11-30 04:50:40,Been playing for 8 years,5
2018-04-12 00:12:44,Awsome,5
2017-03-28 05:18:14,Geamz,5
2014-10-09 04:11:14,Good but takes soo long to download,4
2017-02-11 12:29:50,Frackin boss,5
2016-12-22 16:20:29,This is game so funny,5
2016-09-30 07:41:29,It is so fun I play it on all my free time,5
2012-09-28 19:11:40,will load then exit please fix,1
2017-06-08 17:39:49,Good,5
2013-12-26 00:46:58,I love this game it's just so awesome I can play this game the rest of my life if I could.♡♥♡♥♡♥♡♥♡♥	♡♥♡♥♡♥♡♥♡♥♡♥♡♥,5
2014-08-08 02:57:40,It is cool,5
2013-06-21 06:56:18,Polson,4
2015-11-11 10:41:22,Love d its,5
2015-05-16 16:22:02,Awesome easy fun offline game ever,4
2012-10-12 08:27:49,I an a kid and I like this game,5
2016-04-20 21:33:16,This is the best game ever it really cool its like subway sufer kind of,5
2015-02-28 04:05:33,Nice,5
2021-02-14 01:26:18,This game is awesome 👌👏😎,5
2013-08-07 16:20:17,Great game,5
2015-02-18 07:37:12,amazing,5
2012-11-12 03:38:43,Additcive!,5
2016-06-15 00:39:20,"Apparently the lack of ads was a bug that is now ""fixed"".",1
2012-11-26 07:06:25,I think jetpack joilride is great its really fun!!!!!,5
2021-01-21 09:29:41,Thank you po,5
2013-07-12 01:47:37,Good,5
2012-10-21 14:29:24,Test,4
2012-12-25 09:59:55,"I love this game. I've got everyone I know hooked on this. To those complaining about losing items. Just play more! It's awesome every time through anyway. I regularly wipe all data and do ROM changes and have to start from scratch, and enjoy the fresh slate. I've never paid a cent for anything, it's too fun to fly for it all. Great reaction time trainer.",5
2014-01-06 05:59:27,So cool,5
2018-12-27 22:53:40,Great,5
2019-03-02 20:49:25,Bloody ads don't have an escape button I cannot close the ads nor get my spins at the end of the game because of them. I have to reset the game to keep playing. Lame,1
2013-12-30 02:13:40,Cool...  Must play,5
2020-06-30 10:51:15,"ive had this game for a while, but for some reason I lost all my progress, keeps telling me that the cloud backup failed and is super laggy, please fix this",1
2020-10-17 13:20:29,"Downloading this game again after years, still the same, classic childhood style that i know and love.",5
2014-09-13 14:09:12,Luv it,5
2018-08-14 16:32:39,NICE,5
2016-02-03 09:58:34,Had it on my iPod,5
2017-02-04 00:07:03,Noice,5
2015-10-07 05:48:29,"Amazing!! Like  🍟,🍕,🍔,🍭🍬,and 🍫!!!!",5
2016-10-05 09:30:56,"Certainly one of the best mobile games ever made.  Never gets old.  I find myself playing for a month or two, deleting it to make space for other games, then redownloading a few weeks later.  This and Only One keep me cominh back for me.",5
2013-12-16 03:18:08,It's just fun,5
2014-11-08 10:02:55,It is the best game ever if you havent dowloaded it you should,5
2017-05-18 05:45:58,"Great game, I used to play it alot.",5
2020-07-07 21:21:27,It is the best game i have ever seen in the history of games,5
2014-06-28 16:03:32,Very interesting.......,5
2020-09-06 23:39:51,Very cool 😘😘😘 game i like this,5
2012-09-30 20:48:07,Bagus,5
2013-03-28 07:45:25,it OK,4
2016-08-14 23:03:08,There is some bug then sometimes hang,2
2015-12-05 04:21:55,I loved this game the moment I started playing it... but there are some  difficulty...hey Cake,5
2016-10-13 01:35:49,its ashome game ...... you should try this game 😊,5
2014-12-26 14:45:46,Nice after a long time a playable game.. Hmm nice,4
2017-07-05 09:15:46,I have played this at its release i love it download it now,5
2014-12-10 02:44:45,I absolutely love this game,5
2017-03-02 10:10:40,I think that I made a good choice for downloading this game,5
2014-01-24 10:39:12,Manbir  7  years,5
2017-03-26 06:38:15,The bestest game halfbrick ever made,5
2016-01-13 21:25:16,Super,5
2013-12-19 12:31:16,K,5
2012-10-20 15:42:26,Kwl game i reccomend it but get boring,4
2017-06-12 01:09:40,Love,5
2017-02-06 02:10:06,Awesome,5
2017-05-13 14:43:24,This is a good game.,5
2014-09-29 11:33:05,Me and my brother take turns on my tablet playing it. It's really fun and entertaining for everyone. Keep it up Halfbrick.,5
2015-08-12 09:58:04,"100,000,000 downloads I must be apart so     now 100,000,001",5
2014-12-30 14:58:39,So fun had a blast playing it,5
2013-12-26 00:40:56,Good game lags a little bit but whatever,4
2012-10-18 04:19:18,background process at every boot annoyng,3
2016-06-29 19:20:08,Nice,1
2013-08-11 03:20:40,Its an amazing game a little laggy but ovverall a great game,5
2018-05-10 04:45:23,★I ♥♥♥ it so much★,5
2016-07-10 04:24:48,Love love love love love love love love love love love love love love love love love love love love love love love love love love it,5
2016-10-15 20:46:14,Like to play,5
2016-05-23 15:35:51,Good,5
2013-01-03 06:26:39,I've had this game originally on my ipod touch a year ago and loved it then. Now I have moved to an android and I still find myself addicted. I like the little updates with gadgets and such. I would give it a perfect score but it's missing a leaderboard. Half of the fun comes from competition amongst your friends.,4
2017-06-06 00:14:20,Good,5
2015-01-17 05:15:14,I really love this game,5
2016-12-30 22:18:47,It's the best,5
2016-03-29 09:56:47,😎 everyone should play this game,5
2015-05-01 15:27:29,fhajqjsksskskav hhshaj,5
2016-06-13 01:44:27,Jetpack joyride is a fun awesome and time killer game I think you should download it everybody should rate it 5 star,5
2014-07-27 04:51:04,Best,5
2013-11-28 19:09:36,This game is awesome!Love it to play.,5
2016-02-06 17:26:43,Good enough,4
2016-01-02 02:49:27,"This game is awesome but I just wish there could be a girl garry, its a little sexist.",4
2017-06-21 03:16:31,Coins oh coins,5
2022-11-04 11:38:00,This is a amazing game and super fun I recommend it💖,5
2017-11-18 20:11:01,Bacwazz wast,5
2015-12-19 21:22:27,I like SAM it is the best machine in the game,5
2018-02-10 23:07:44,AMAZING!!!,5
2013-09-18 21:18:13,I love this game.Its best.,5
2015-04-14 02:44:47,I love this game but I want update,5
2014-05-24 09:10:31,It is a beast game needs new machines and upgrades.,5
2017-03-03 21:26:02,donwload,1
2020-11-16 05:55:20,You must put multiplayer,2
